"agreement_label","agreement_confidence","comment_id","topic","error"
"Disagree",0.92,"racial_comment_160486","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_160713","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_160483","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_160525","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_160196","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_160681","Political Polarization in Immigration Policies",NA
"Mixed/Ambiguous",0.7,"racial_comment_160424","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_160487","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_160717","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_160788","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_160718","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_160789","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_160753","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_160815","Diversity and Immigration in North America",NA
"Disagree",0.88,"racial_comment_160814","Diversity and Immigration in North America",NA
"Disagree",0.88,"racial_comment_160818","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_160928","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_160929","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_160923","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_160947","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_160899","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_161094","Affordable Housing and Demographic Shifts",NA
"Mixed/Ambiguous",0.7,"racial_comment_161101","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_160930","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_161103","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_160924","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_161119","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_161117","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_161128","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_161120","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_161129","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_161218","Population Growth and Economic Implications",NA
"Neither/Unclear",0.6,"racial_comment_161432","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_161603","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_161433","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_161219","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_161512","Population Growth and Economic Implications",NA
"Neither/Unclear",0.4,"racial_comment_161270","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_161631","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_161648","Diversity and Immigration in North America",NA
"Disagree",0.9,"racial_comment_161678","Population Growth and Economic Implications",NA
"Agree",0.88,"racial_comment_161838","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_161416","Population Growth and Economic Implications",NA
"Agree",0.85,"racial_comment_161814","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_161892","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_161815","Population Growth and Economic Implications",NA
"Agree",0.92,"racial_comment_161811","Population Growth and Economic Implications",NA
"Agree",0.92,"racial_comment_161893","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_161891","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_161895","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_161813","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_161961","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_162092","Population Growth and Economic Implications",NA
"Agree",0.88,"racial_comment_162094","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.65,"racial_comment_162126","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_162132","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_162129","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_162123","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_161997","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_162130","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_162131","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_162133","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_162158","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_162266","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_162203","Kamala Harris Historic Election",NA
"Agree",0.85,"racial_comment_162368","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_162343","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_162367","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_162322","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_162297","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_162369","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_162296","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_162472","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_162509","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_162426","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_162604","Population Growth and Economic Implications",NA
"Agree",0.92,"racial_comment_162471","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_162584","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_162427","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_162606","Population Growth and Economic Implications",NA
"Disagree",0.88,"racial_comment_162667","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_162719","Diversity and Immigration in North America",NA
"Neither/Unclear",0.7,"racial_comment_162887","Diversity and Immigration in North America",NA
"Neither/Unclear",0.5,"racial_comment_162720","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_162888","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_162937","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_162916","Asian Population Dynamics and Implications",NA
"Disagree",0.95,"racial_comment_163134","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_163013","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_163155","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_162989","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_163156","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_162990","Diversity and Immigration in North America",NA
"Disagree",0.88,"racial_comment_163157","Diversity and Immigration in North America",NA
"Neither/Unclear",0.5,"racial_comment_163350","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_163203","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_162917","Asian Population Dynamics and Implications",NA
"Disagree",0.92,"racial_comment_163417","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_163335","Population Growth and Economic Implications",NA
"Disagree",0.85,"racial_comment_163432","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_163423","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_163329","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_163382","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_163410","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_163422","Population Growth and Economic Implications",NA
"Disagree",0.85,"racial_comment_163424","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.65,"racial_comment_163481","Diversity and Immigration in North America",NA
"Neither/Unclear",0.65,"racial_comment_163482","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_163425","Population Growth and Economic Implications",NA
"Disagree",0.95,"racial_comment_163580","Population Growth and Economic Implications",NA
"Agree",0.95,"racial_comment_163518","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_163618","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_163619","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_163638","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_163820","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_163802","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_163859","Political Polarization in Immigration Policies",NA
"Disagree",0.85,"racial_comment_163740","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_164035","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_164036","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_164031","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_163655","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_164116","Diversity and Immigration in North America",NA
"Disagree",0.88,"racial_comment_164128","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_164066","Diversity and Immigration in North America",NA
"Disagree",0.88,"racial_comment_164067","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_164328","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_164182","Population Growth and Economic Implications",NA
"Disagree",0.95,"racial_comment_164252","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_164279","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_164129","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_164277","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_164362","Diversity and Immigration in North America",NA
